hold	lock	stop	trail	months	wins	trades	total	avg	field_avg	lift	pos_years	n_years
20160	7	8	4	49	31	347	217.88	0.6279	-0.2598	0.8877	4	5
20160	7	8	5	53	33	447	241.07	0.5393	-0.1264	0.6657	4	5
20160	7	8	6	52	30	408	80.04	0.1962	-0.1606	0.3568	5	5
20160	7	8	7	53	29	426	-39.45	-0.0926	-0.1413	0.0486	3	5
20160	7	8	8	52	29	425	27.25	0.0641	-0.1565	0.2206	3	5
20160	7	8.5	3	52	26	368	-16.68	-0.0453	-0.4876	0.4423	4	5
20160	7	8.5	4	48	26	323	60.22	0.1864	-0.1709	0.3573	4	5
20160	7	8.5	5	51	31	421	165.27	0.3926	-0.1669	0.5594	4	5
20160	7	8.5	6	50	27	390	-75.11	-0.1926	-0.2157	0.0232	3	5
20160	7	8.5	7	51	24	400	-149.86	-0.3746	-0.1748	-0.1998	1	5
20160	7	8.5	8	51	26	381	-59.04	-0.1550	-0.1727	0.0178	2	5
20160	7	9	3	51	26	367	2.33	0.0063	-0.4842	0.4906	4	5
20160	7	9	4	49	26	322	33.49	0.1040	-0.2033	0.3073	4	5
20160	7	9	5	52	29	426	122.23	0.2869	-0.1037	0.3907	4	5
20160	7	9	6	51	31	415	45.25	0.1090	-0.1377	0.2467	4	5
20160	7	9	7	52	28	409	62.54	0.1529	-0.0845	0.2374	4	5
20160	7	9	8	52	30	400	139.77	0.3494	-0.0814	0.4308	5	5
20160	7	9.5	3	54	31	385	82.49	0.2143	-0.3956	0.6099	4	5
20160	7	9.5	4	51	30	353	98.97	0.2804	-0.2861	0.5664	4	5
20160	7	9.5	5	52	30	449	130.46	0.2906	-0.2515	0.5421	4	5
20160	7	9.5	6	49	35	393	180.73	0.4599	-0.2095	0.6694	5	5
20160	7	9.5	7	51	29	366	53.52	0.1462	-0.2111	0.3574	4	5
20160	7	9.5	8	52	31	375	153.88	0.4104	-0.1704	0.5807	5	5
20160	7	10	3	54	29	388	-80.20	-0.2067	-0.3778	0.1712	3	5
20160	7	10	4	49	29	359	140.63	0.3917	-0.2338	0.6256	4	5
20160	7	10	5	52	27	452	95.91	0.2122	-0.2995	0.5117	4	5
20160	7	10	6	50	29	395	274.23	0.6943	-0.1180	0.8123	5	5
20160	7	10	7	52	27	397	93.85	0.2364	-0.1482	0.3846	4	5
20160	7	10	8	52	29	402	152.93	0.3804	-0.1295	0.5099	5	5
20160	8	8	3	52	26	349	4.60	0.0132	-0.3221	0.3352	3	5
20160	8	8	4	50	30	360	126.96	0.3527	-0.1618	0.5145	4	5
20160	8	8	5	52	32	437	176.46	0.4038	-0.0822	0.4861	4	5
20160	8	8	6	51	30	411	131.52	0.3200	-0.1016	0.4216	4	5
20160	8	8	7	53	30	404	148.20	0.3668	-0.0825	0.4494	5	5
20160	8	8	8	53	31	410	160.42	0.3913	-0.0549	0.4462	4	5
20160	8	8.5	3	51	27	353	-49.53	-0.1403	-0.5129	0.3726	4	5
20160	8	8.5	4	51	28	354	54.27	0.1533	-0.1699	0.3232	3	5
20160	8	8.5	5	52	30	463	114.96	0.2483	-0.0729	0.3212	4	5
20160	8	8.5	6	52	35	377	156.29	0.4146	-0.0608	0.4754	4	5
20160	8	8.5	7	54	29	430	57.61	0.1340	-0.1293	0.2633	4	5
20160	8	8.5	8	53	29	433	134.63	0.3109	-0.1161	0.4270	5	5
20160	8	9	3	50	27	356	22.35	0.0628	-0.5143	0.5771	4	5
20160	8	9	4	51	30	328	137.97	0.4207	-0.1482	0.5688	4	5
20160	8	9	5	53	28	473	88.67	0.1875	-0.1257	0.3131	4	5
20160	8	9	6	53	36	418	251.84	0.6025	-0.0533	0.6557	4	5
20160	8	9	7	52	32	419	134.21	0.3203	-0.1163	0.4366	4	5
20160	8	9	8	53	31	429	250.82	0.5847	-0.0571	0.6417	5	5
20160	8	9.5	3	53	30	408	52.65	0.1290	-0.4206	0.5497	4	5
20160	8	9.5	4	52	29	360	163.85	0.4551	-0.1915	0.6467	5	5
20160	8	9.5	5	53	29	513	225.33	0.4392	-0.2278	0.6671	5	5
20160	8	9.5	6	50	31	396	204.11	0.5154	-0.1506	0.6661	4	5
20160	8	9.5	7	53	28	394	154.33	0.3917	-0.1083	0.5000	5	5
20160	8	9.5	8	52	27	406	326.21	0.8035	-0.0791	0.8826	5	5
20160	8	10	3	53	27	405	-69.32	-0.1712	-0.3715	0.2003	3	5
20160	8	10	4	52	31	364	226.62	0.6226	-0.1309	0.7535	5	5
20160	8	10	5	53	25	491	103.44	0.2107	-0.1432	0.3539	3	5
20160	8	10	6	50	30	379	277.43	0.7320	-0.0991	0.8311	5	5
20160	8	10	7	51	26	387	200.09	0.5170	-0.1234	0.6404	5	5
20160	8	10	8	52	26	400	375.69	0.9392	0.0029	0.9363	5	5
