hold	lock	stop	trail	months	wins	trades	total	avg	field_avg	lift	pos_years	n_years
20160	5	9	7	53	31	401	243.97	0.6084	-0.0150	0.6234	5	5
20160	5	9	8	53	30	411	207.87	0.5058	-0.0254	0.5311	5	5
20160	5	9.5	3	52	30	405	97.46	0.2406	-0.1451	0.3857	4	5
20160	5	9.5	4	55	38	375	169.43	0.4518	-0.0751	0.5269	4	5
20160	5	9.5	5	53	33	428	218.93	0.5115	0.0090	0.5025	5	5
20160	5	9.5	6	53	31	396	180.21	0.4551	0.0101	0.4450	5	5
20160	5	9.5	7	53	33	396	244.29	0.6169	0.0237	0.5931	4	5
20160	5	9.5	8	54	33	415	192.43	0.4637	0.0927	0.3710	3	5
20160	5	10	3	51	28	432	83.25	0.1927	-0.1797	0.3724	3	5
20160	5	10	4	55	34	383	148.88	0.3887	-0.0169	0.4056	3	5
20160	5	10	5	53	30	432	208.54	0.4827	0.0334	0.4493	4	5
20160	5	10	6	53	30	418	186.44	0.4460	0.0256	0.4204	5	5
20160	5	10	7	53	30	414	211.58	0.5111	0.0361	0.4749	4	5
20160	5	10	8	53	30	423	189.18	0.4472	0.0288	0.4184	4	5
20160	6	8	3	53	26	386	57.21	0.1482	-0.1697	0.3179	3	5
20160	6	8	4	54	37	421	247.07	0.5869	0.0269	0.5600	4	5
20160	6	8	5	53	34	435	206.38	0.4744	-0.0130	0.4875	4	5
20160	6	8	6	52	32	392	172.17	0.4392	0.0172	0.4220	4	5
20160	6	8	7	54	34	404	181.16	0.4484	0.0395	0.4089	4	5
20160	6	8	8	54	35	391	169.85	0.4344	0.0347	0.3997	4	5
20160	6	8.5	3	52	30	350	61.09	0.1745	-0.0968	0.2714	4	5
20160	6	8.5	4	52	35	387	251.86	0.6508	0.0613	0.5895	4	5
20160	6	8.5	5	53	33	446	291.23	0.6530	-0.0346	0.6876	5	5
20160	6	8.5	6	53	34	418	243.95	0.5836	-0.0214	0.6050	4	5
20160	6	8.5	7	53	35	447	265.31	0.5935	-0.0012	0.5948	4	5
20160	6	8.5	8	53	35	427	211.49	0.4953	0.0217	0.4736	4	5
20160	6	9	3	50	31	388	5.12	0.0132	-0.1727	0.1858	3	5
20160	6	9	4	52	34	413	282.10	0.6831	-0.0132	0.6963	5	5
20160	6	9	5	52	34	443	424.81	0.9589	-0.0901	1.0490	5	5
20160	6	9	6	51	33	391	331.81	0.8486	-0.0349	0.8835	4	5
20160	6	9	7	51	34	408	345.76	0.8475	-0.0255	0.8730	4	5
20160	6	9	8	51	34	388	286.53	0.7385	-0.0492	0.7876	4	5
20160	6	9.5	3	51	29	392	81.23	0.2072	-0.0463	0.2535	3	5
20160	6	9.5	4	52	34	396	205.68	0.5194	0.0338	0.4855	4	5
20160	6	9.5	5	53	31	432	381.44	0.8830	0.0570	0.8260	5	5
20160	6	9.5	6	52	34	379	288.15	0.7603	-0.0153	0.7756	4	5
20160	6	9.5	7	52	34	395	253.01	0.6405	-0.0448	0.6853	3	5
20160	6	9.5	8	52	34	378	208.13	0.5506	-0.0496	0.6002	3	5
20160	6	10	3	52	31	405	87.50	0.2160	-0.0441	0.2601	3	5
20160	6	10	4	51	32	397	202.75	0.5107	0.0005	0.5102	4	5
20160	6	10	5	53	33	425	358.46	0.8434	0.1048	0.7386	5	5
20160	6	10	6	52	35	371	295.04	0.7952	0.0106	0.7847	3	5
20160	6	10	7	52	35	386	293.95	0.7615	0.0257	0.7358	3	5
20160	6	10	8	51	34	368	249.03	0.6767	0.0191	0.6576	3	5
20160	7	8	3	52	26	368	45.94	0.1248	-0.1743	0.2991	3	5
20160	7	8	4	53	33	347	254.32	0.7329	0.0083	0.7246	4	5
20160	7	8	5	53	36	448	330.83	0.7385	0.1826	0.5558	4	5
20160	7	8	6	52	30	412	202.63	0.4918	0.1475	0.3443	5	5
20160	7	8	7	53	29	432	60.08	0.1391	0.1829	-0.0439	3	5
20160	7	8	8	53	30	439	80.30	0.1829	0.1777	0.0052	2	5
20160	7	8.5	3	51	28	367	43.70	0.1191	-0.2106	0.3297	3	5
20160	7	8.5	4	48	28	320	184.95	0.5780	0.1184	0.4596	4	5
20160	7	8.5	5	52	35	424	260.58	0.6146	0.1007	0.5139	4	5
20160	7	8.5	6	51	29	401	86.60	0.2160	0.0888	0.1272	4	5
20160	7	8.5	7	52	26	421	-32.32	-0.0768	0.0799	-0.1567	2	5
20160	7	8.5	8	52	29	426	40.70	0.0955	0.0952	0.0004	2	5
20160	7	9	3	52	28	360	34.48	0.0958	-0.2218	0.3176	3	5
20160	7	9	4	49	29	351	159.09	0.4533	0.0642	0.3890	4	5
20160	7	9	5	52	34	445	265.88	0.5975	0.0693	0.5282	4	5
20160	7	9	6	51	33	427	285.36	0.6683	0.1196	0.5487	5	5
20160	7	9	7	52	31	444	137.92	0.3106	0.1286	0.1820	4	5
20160	7	9	8	52	30	422	133.85	0.3172	0.1274	0.1897	4	5
20160	7	9.5	3	53	27	405	51.37	0.1268	-0.1091	0.2359	3	5
20160	7	9.5	4	52	32	381	210.95	0.5537	-0.0184	0.5721	4	5
20160	7	9.5	5	52	33	429	337.32	0.7863	0.0718	0.7145	5	5
20160	7	9.5	6	49	36	373	408.95	1.0964	0.1734	0.9230	5	5
20160	7	9.5	7	51	29	403	177.97	0.4416	0.1014	0.3402	3	5
20160	7	9.5	8	51	30	396	268.87	0.6790	0.0883	0.5907	4	5
20160	7	10	3	53	27	410	-38.11	-0.0930	-0.0851	-0.0078	2	5
20160	7	10	4	49	31	366	266.62	0.7285	0.0631	0.6654	5	5
20160	7	10	5	52	30	436	260.57	0.5976	0.0652	0.5324	5	5
20160	7	10	6	49	32	406	290.46	0.7154	0.1576	0.5578	5	5
20160	7	10	7	51	30	388	258.02	0.6650	0.1344	0.5306	4	5
20160	7	10	8	50	32	387	403.57	1.0428	0.1649	0.8779	5	5
20160	8	8	3	52	25	380	96.04	0.2527	-0.1680	0.4208	4	5
20160	8	8	4	52	34	370	222.17	0.6005	0.1607	0.4398	4	5
20160	8	8	5	53	29	464	243.73	0.5253	0.1221	0.4031	4	5
20160	8	8	6	52	29	422	195.50	0.4633	0.1519	0.3113	3	5
20160	8	8	7	53	30	422	267.12	0.6330	0.1777	0.4552	5	5
20160	8	8	8	53	28	412	205.11	0.4978	0.2101	0.2877	3	5
20160	8	8.5	3	51	25	370	-13.02	-0.0352	-0.2479	0.2127	3	5
20160	8	8.5	4	51	32	343	193.43	0.5639	0.1827	0.3813	3	5
20160	8	8.5	5	52	30	453	223.86	0.4942	0.1604	0.3338	4	5
20160	8	8.5	6	52	31	399	187.06	0.4688	0.1438	0.3250	3	5
20160	8	8.5	7	54	28	412	164.72	0.3998	0.2211	0.1787	3	5
20160	8	8.5	8	52	26	390	242.22	0.6211	0.1971	0.4239	5	5
20160	8	9	3	52	28	376	28.42	0.0756	-0.2456	0.3211	3	5
20160	8	9	4	51	32	346	266.36	0.7698	0.1683	0.6015	5	5
20160	8	9	5	53	33	501	276.49	0.5519	0.1162	0.4356	4	5
20160	8	9	6	50	34	397	254.79	0.6418	0.0772	0.5646	4	5
20160	8	9	7	52	32	402	266.79	0.6637	0.1843	0.4794	5	5
20160	8	9	8	51	32	414	373.89	0.9031	0.2931	0.6100	5	5
20160	8	9.5	3	53	29	431	83.01	0.1926	-0.0980	0.2906	3	5
20160	8	9.5	4	52	33	376	320.68	0.8529	0.0791	0.7737	5	5
20160	8	9.5	5	53	31	505	334.55	0.6625	0.1180	0.5445	3	5
20160	8	9.5	6	50	33	402	305.46	0.7598	0.1962	0.5637	4	5
20160	8	9.5	7	51	27	368	245.17	0.6662	0.1984	0.4678	4	5
20160	8	9.5	8	51	26	379	298.02	0.7863	0.1419	0.6444	5	5
20160	8	10	3	53	28	412	52.44	0.1273	-0.0392	0.1665	2	5
20160	8	10	4	51	32	362	304.13	0.8401	0.1280	0.7122	5	5
20160	8	10	5	54	29	504	309.70	0.6145	0.1501	0.4644	5	5
20160	8	10	6	51	32	383	394.04	1.0288	0.1845	0.8444	5	5
20160	8	10	7	51	27	389	318.47	0.8187	0.2014	0.6173	5	5
20160	8	10	8	51	27	376	349.49	0.9295	0.1469	0.7826	5	5
